Date,Time,Site,Unit ID,User ID,F,DO %,DO mg/L,C-uS/cm,SAL-PSU,pH,ORP mV,Chl RFU,PE RFU
12/26/24,09:21:29AM,MiniOcean,,,75.1,648,45.41,48293,32.25,8.1,168.4,-0.3,-1.89
12/26/24,09:36:28AM,MiniOcean,,,75.2,791.4,55.38,48389,32.26,8.1,171.9,-0.27,-1.14
12/26/24,09:51:28AM,MiniOcean,,,75.4,875,61.12,48485,32.25,8.11,150.6,-0.33,-2.03
12/26/24,10:06:28AM,MiniOcean,,,75.6,1008.6,70.31,48594,32.26,8.13,166.5,-0.36,-2.07
12/26/24,10:21:28AM,MiniOcean,,,75.8,1149.3,79.96,48698,32.25,8.15,166,-0.3,-1.64
12/26/24,10:36:28AM,MiniOcean,,,75.9,1258.1,87.43,48767,32.25,8.15,173.7,-0.31,-1.89
12/26/24,10:51:28AM,MiniOcean,,,76,1247.7,86.65,48817,32.26,8.17,171.3,-0.33,-1.92
12/26/24,11:06:28AM,MiniOcean,,,76.1,1261.5,87.55,48848,32.26,8.18,176.9,-0.33,-1.87
12/26/24,11:21:28AM,MiniOcean,,,76.1,1295.8,89.88,48880,32.26,8.18,179.7,0.16,-1.96
12/26/24,11:36:28AM,MiniOcean,,,76.1,1271.4,88.21,48868,32.26,8.18,180.9,-0.29,-1.18
12/26/24,11:51:28AM,MiniOcean,,,76.1,1254.8,87.04,48875,32.26,8.18,180.8,-0.38,-1.36
12/26/24,12:06:28PM,MiniOcean,,,76.2,1275.1,88.41,48907,32.27,8.18,179.6,-0.31,-1.62
12/26/24,12:21:28PM,MiniOcean,,,76.2,1345.3,93.21,48939,32.26,8.19,180.9,-0.32,-1.9
12/26/24,12:36:28PM,MiniOcean,,,76.2,1313.3,91.02,48929,32.26,8.19,182.3,-0.33,-2.19
12/26/24,12:51:28PM,MiniOcean,,,76.2,1268.7,87.95,48912,32.26,8.18,184.4,-0.33,-1.71
12/26/24,01:06:28PM,MiniOcean,,,76.2,1227.4,85.09,48908,32.26,8.18,185.7,-0.28,-1.48
12/26/24,01:21:28PM,MiniOcean,,,76.2,1243.5,86.2,48908,32.25,8.18,186.5,-0.3,-2.12
12/26/24,01:36:28PM,MiniOcean,,,76.2,1274.7,88.35,48924,32.26,8.18,185.2,-0.28,-1.68
12/26/24,01:51:28PM,MiniOcean,,,76.2,1226.5,85.01,48913,32.25,8.16,186.9,-0.28,-1.83
12/26/24,02:06:28PM,MiniOcean,,,76.2,1213.4,84.12,48902,32.25,8.18,187.9,-0.26,-1.87
12/26/24,02:21:28PM,MiniOcean,,,76.2,1173.9,81.39,48893,32.25,8.17,189.6,-0.27,-1.67
12/26/24,02:36:27PM,MiniOcean,,,76.1,1152.2,79.9,48881,32.25,8.17,190.4,-0.22,-1.78
12/26/24,02:51:27PM,MiniOcean,,,76.1,1085.1,75.29,48859,32.25,8.17,189.2,-0.23,-1.76
12/26/24,03:06:27PM,MiniOcean,,,76.1,1023.2,71.03,48827,32.25,8.16,190.3,-0.25,-1.56
12/26/24,03:21:27PM,MiniOcean,,,76,945.5,65.69,48779,32.25,8.15,191.8,-0.19,-1.84
12/26/24,03:36:27PM,MiniOcean,,,75.9,893.1,62.08,48752,32.25,8.14,192.8,-0.2,-2.04
12/26/24,03:51:27PM,MiniOcean,,,75.9,844.6,58.74,48713,32.25,8.14,194.2,-0.25,-2.28
12/26/24,04:06:27PM,MiniOcean,,,75.8,784.6,54.6,48688,32.25,8.13,195.9,-0.26,-2.31
12/26/24,04:21:27PM,MiniOcean,,,75.7,738.5,51.43,48651,32.25,8.13,197,-0.22,-2.17
12/26/24,04:36:27PM,MiniOcean,,,75.7,710.1,49.48,48614,32.25,8.12,197.6,-0.26,-2.39
12/26/24,04:51:27PM,MiniOcean,,,75.6,655.1,45.67,48585,32.25,8.11,196.4,-0.24,-2.32
12/26/24,05:06:27PM,MiniOcean,,,75.6,623.7,43.49,48575,32.25,8.1,197.9,-0.22,0.05
12/26/24,05:21:27PM,MiniOcean,,,75.6,551.4,38.43,48583,32.24,8.1,198.8,-0.27,-2.16
12/26/24,05:36:27PM,MiniOcean,,,75.6,506.7,35.31,48592,32.25,8.1,199.8,-0.29,-2.34
12/26/24,05:51:27PM,MiniOcean,,,75.6,465.9,32.48,48590,32.25,8.09,200,-0.27,-2.18
12/26/24,06:06:27PM,MiniOcean,,,75.6,425.6,29.68,48575,32.25,8.09,199.8,-0.33,-2.32
12/26/24,06:21:27PM,MiniOcean,,,75.6,393.6,27.45,48561,32.25,8.08,198.6,-0.35,-2.23
12/26/24,06:36:27PM,MiniOcean,,,75.5,333.6,23.27,48535,32.24,8.08,198.4,-0.32,-2.63
12/26/24,06:51:27PM,MiniOcean,,,75.5,265.9,18.57,48487,32.24,8.07,196.9,0.12,-2.31
12/26/24,07:06:27PM,MiniOcean,,,75.4,177.7,12.41,48465,32.24,8.06,194.9,-0.07,-0.94
12/26/24,07:21:27PM,MiniOcean,,,75.4,131.2,9.16,48458,32.24,8.06,195.9,-0.23,-2.1
12/26/24,07:36:26PM,MiniOcean,,,75.4,118.7,8.29,48441,32.24,8.05,195.8,-0.31,-0.58
12/26/24,07:51:26PM,MiniOcean,,,75.3,71.7,5.01,48432,32.25,8.05,193.6,-0.26,-2.57
12/26/24,08:06:26PM,MiniOcean,,,75.3,21.2,1.48,48402,32.24,8.05,193.4,-0.35,-2.15
12/26/24,08:21:26PM,MiniOcean,,,75.3,13.7,0.96,48378,32.24,8.04,190.8,-0.38,-2.87
12/26/24,08:36:26PM,MiniOcean,,,75.2,-14.4,-1.01,48366,32.24,8.04,182.4,-0.35,-2.85
12/26/24,08:51:26PM,MiniOcean,,,75.2,-13.7,-0.96,48344,32.24,8.04,186.7,-0.28,-2.79
12/26/24,09:06:26PM,MiniOcean,,,75.1,-41.4,-2.9,48309,32.24,8.04,189.7,-0.38,-3.1
12/26/24,09:21:26PM,MiniOcean,,,75.1,-124.9,-8.75,48298,32.24,8.03,190.4,-0.18,-1.78
12/26/24,09:36:26PM,MiniOcean,,,75,-64.6,-4.53,48259,32.24,8.03,191,-0.37,-2.57
12/26/24,09:51:26PM,MiniOcean,,,75,-133.7,-9.38,48245,32.24,8.02,190.9,-0.41,-2.84
12/26/24,10:06:26PM,MiniOcean,,,75,-84.4,-5.92,48226,32.24,8.03,183.3,-0.39,-2.99
12/26/24,10:21:26PM,MiniOcean,,,74.9,-85.5,-6,48207,32.24,8.03,186.3,-0.35,-2.32
12/26/24,10:36:26PM,MiniOcean,,,74.9,-76,-5.34,48187,32.24,8.03,186.9,-0.3,-2.76
12/26/24,10:51:26PM,MiniOcean,,,74.8,-67.2,-4.72,48167,32.24,8.03,186.6,-0.1,-2.92
12/26/24,11:06:26PM,MiniOcean,,,74.8,-140.7,-9.88,48159,32.24,8.03,186.8,-0.39,-2.88
12/26/24,11:21:26PM,MiniOcean,,,74.8,-101.8,-7.16,48122,32.24,8.03,187.4,-0.3,-1.19
12/26/24,11:36:26PM,MiniOcean,,,74.8,-82.9,-5.83,48127,32.24,8.03,183.3,-0.43,-3.2
12/26/24,11:51:26PM,MiniOcean,,,74.7,-109.7,-7.71,48115,32.25,8.03,186.7,-0.41,-2.59
12/27/24,00:06:26AM,MiniOcean,,,74.7,-101.3,-7.12,48099,32.25,8.02,183.5,-0.35,-3.11
12/27/24,00:21:25AM,MiniOcean,,,74.7,-92.3,-6.49,48092,32.24,8.02,184.3,-0.42,-2.64
12/27/24,00:36:25AM,MiniOcean,,,74.7,-108.2,-7.61,48078,32.25,8.02,184,-0.35,-2.83
12/27/24,00:51:25AM,MiniOcean,,,74.7,-115.5,-8.12,48076,32.25,8.02,184.3,-0.36,-2.81
12/27/24,01:06:25AM,MiniOcean,,,74.7,-109.6,-7.71,48074,32.25,8.02,184.1,-0.42,-3.11
12/27/24,01:21:25AM,MiniOcean,,,74.7,-99.8,-7.02,48075,32.24,8.02,183.2,-0.4,-2.75
12/27/24,01:36:25AM,MiniOcean,,,74.7,-139.2,-9.79,48105,32.25,8.02,180.3,-0.39,-1.88
12/27/24,01:51:25AM,MiniOcean,,,74.8,-102,-7.17,48141,32.24,8.02,182.4,-0.4,-2.96
12/27/24,02:06:25AM,MiniOcean,,,74.8,-120.4,-8.46,48164,32.24,8.02,183,-0.41,-2.94
12/27/24,02:21:25AM,MiniOcean,,,74.9,-116.5,-8.18,48196,32.25,8.02,183.5,-0.44,-1.79
12/27/24,02:36:25AM,MiniOcean,,,74.9,-124.2,-8.71,48222,32.25,8.02,184.8,-0.36,-2.15
12/27/24,02:51:25AM,MiniOcean,,,75,-129,-9.05,48234,32.25,8.01,183.6,-0.38,-3.05
12/27/24,03:06:25AM,MiniOcean,,,75,-101.4,-7.11,48258,32.25,8.02,182.1,-0.19,-1.93
12/27/24,03:21:25AM,MiniOcean,,,75,-99.1,-6.95,48264,32.25,8.02,184.2,-0.41,-3.16
12/27/24,03:36:25AM,MiniOcean,,,75,-131.3,-9.2,48275,32.24,8.01,172.7,-0.33,-2.97
12/27/24,03:51:25AM,MiniOcean,,,75.1,-110.5,-7.75,48297,32.25,8.01,177.1,-0.29,-2.69
12/27/24,04:06:25AM,MiniOcean,,,75.1,-126.4,-8.86,48302,32.25,8.01,177.4,-0.4,-3.04
12/27/24,04:21:25AM,MiniOcean,,,75.1,-113.5,-7.95,48307,32.24,8.01,174.9,-0.39,-2.7
12/27/24,04:36:25AM,MiniOcean,,,75.1,-141,-9.87,48316,32.25,8.01,167.9,-0.37,-3.07
12/27/24,04:51:25AM,MiniOcean,,,75.1,-127,-8.89,48314,32.24,8.01,165.9,-0.38,-2.84
12/27/24,05:06:24AM,MiniOcean,,,75,-159.1,-11.16,48266,32.25,8.01,164.7,-0.38,-2.86
12/27/24,05:21:24AM,MiniOcean,,,74.9,-146.8,-10.31,48190,32.25,8.01,156.6,-0.21,-2.78
12/27/24,05:36:24AM,MiniOcean,,,74.8,-141.5,-9.94,48131,32.25,8.01,159.1,-0.33,-2.69
12/27/24,05:51:24AM,MiniOcean,,,74.7,-150.6,-10.6,48097,32.26,8.01,166.6,-0.24,-2.11
12/27/24,06:06:24AM,MiniOcean,,,74.6,-133.2,-9.37,48074,32.26,8.01,153.8,-0.33,-2.85
12/27/24,06:21:24AM,MiniOcean,,,74.7,-107.3,-7.54,48082,32.24,8.01,162.7,-0.32,-2.5
12/27/24,06:36:24AM,MiniOcean,,,74.7,-62.2,-4.37,48102,32.24,8.01,167.6,-0.31,-2.75
12/27/24,06:51:24AM,MiniOcean,,,74.7,-26.1,-1.84,48099,32.26,8.02,167.5,-0.16,-1.54
12/27/24,07:06:24AM,MiniOcean,,,74.7,9.6,0.68,48085,32.25,8.02,173.4,-0.32,-2.6
12/27/24,07:21:24AM,MiniOcean,,,74.7,21.6,1.52,48109,32.26,8.02,176,-0.27,-2.53
12/27/24,07:36:24AM,MiniOcean,,,74.7,44.1,3.1,48112,32.25,8.02,179.3,-0.34,-2.72
12/27/24,07:51:24AM,MiniOcean,,,74.7,75.1,5.28,48010,32.18,8.02,177.3,-0.32,-2.64
12/27/24,08:06:24AM,MiniOcean,,,74.8,111.9,7.87,48097,32.22,8.03,180,-0.32,-2.67
12/27/24,08:21:24AM,MiniOcean,,,74.7,150.3,10.57,47976,32.16,8.03,181.4,-0.35,-2.52
12/27/24,08:36:24AM,MiniOcean,,,74.8,200.4,14.09,47995,32.15,8.04,182.6,-0.25,-1.65
12/27/24,08:51:24AM,MiniOcean,,,74.7,237.1,16.67,48091,32.24,8.04,182.9,-0.33,-2.32
12/27/24,09:06:24AM,MiniOcean,,,74.8,290.2,20.4,48094,32.22,8.05,185,-0.35,-2.56
12/27/24,09:21:24AM,MiniOcean,,,74.8,339,23.82,48062,32.16,8.05,187.1,-0.35,-2.59
12/27/24,09:36:24AM,MiniOcean,,,74.9,410.3,28.82,48182,32.25,8.06,188.5,-0.32,-2.58
12/27/24,09:51:24AM,MiniOcean,,,74.8,474.8,33.34,48208,32.28,8.07,189.6,-0.26,-2.05
12/27/24,10:06:23AM,MiniOcean,,,75,581.9,40.81,48257,32.26,8.08,189.6,-0.35,-2.61
12/27/24,10:21:23AM,MiniOcean,,,75.2,773.9,54.18,48365,32.26,8.1,181.2,-0.27,-2.84
12/27/24,10:36:23AM,MiniOcean,,,75.4,951.8,66.48,48492,32.26,8.12,184.5,-0.34,-2.46
12/27/24,10:51:23AM,MiniOcean,,,75.6,1117.6,77.87,48648,32.28,8.15,184.7,-0.36,-2.79
12/27/24,11:06:23AM,MiniOcean,,,75.9,1288.3,89.52,48779,32.26,8.16,186.7,-0.37,-2.82
12/27/24,11:21:23AM,MiniOcean,,,76.2,1404.2,97.34,48916,32.26,8.18,186.3,-0.35,-2.89
12/27/24,11:36:23AM,MiniOcean,,,76.4,1521.8,105.35,48883,32.16,8.19,185.2,-0.37,-3.01
12/27/24,11:51:23AM,MiniOcean,,,76.5,1619.5,111.95,49070,32.26,8.21,181.8,-0.1,-1.64
12/27/24,12:42:05PM,MiniOcean,,,76.5,1699.1,117.46,49065,32.26,8.23,73.9,3.01,10.64
12/27/24,12:57:05PM,MiniOcean,,,76.7,1698.8,117.24,49178,32.27,8.24,148.8,-0.17,-1.43
12/27/24,01:12:05PM,MiniOcean,,,76.6,1669.9,115.26,49176,32.27,8.24,164.3,-0.09,-1.54
12/27/24,01:27:05PM,MiniOcean,,,76.6,1658.5,114.49,49167,32.28,8.24,172,-0.1,-1.09
12/27/24,01:42:05PM,MiniOcean,,,76.6,1616.2,111.58,49154,32.27,8.23,176.8,-0.1,-1.19
12/27/24,01:57:05PM,MiniOcean,,,76.6,1586,109.53,49141,32.27,8.23,180.2,-0.08,-1.25
12/27/24,02:12:05PM,MiniOcean,,,76.5,1546.3,106.83,49122,32.28,8.22,181.7,-0.13,-0.65
12/27/24,02:27:04PM,MiniOcean,,,76.5,1497.5,103.54,49069,32.27,8.21,183.5,0.05,-0.55
12/27/24,02:42:04PM,MiniOcean,,,76.4,1446.6,100.06,49045,32.27,8.21,185.8,-0.11,-0.74
12/27/24,02:57:04PM,MiniOcean,,,76.3,1373.8,95.09,49002,32.27,8.21,187.8,-0.01,-0.34
12/27/24,03:12:04PM,MiniOcean,,,76.3,1303.5,90.26,48975,32.25,8.2,190.1,-0.08,-1.11
12/27/24,03:27:04PM,MiniOcean,,,76.2,1201,83.22,48934,32.26,8.19,192,0.36,0.24
12/27/24,03:42:04PM,MiniOcean,,,76.2,1087.1,75.38,48899,32.26,8.17,193.8,-0.16,-0.87
12/27/24,03:57:04PM,MiniOcean,,,76.1,986.2,68.42,48870,32.26,8.16,194.4,-0.18,-1.2
12/27/24,04:12:04PM,MiniOcean,,,76.1,913.7,63.41,48846,32.26,8.15,183.4,-0.12,-0.99
12/27/24,04:27:04PM,MiniOcean,,,76,830.3,57.66,48823,32.26,8.14,190.9,-0.13,-0.93
12/27/24,04:42:04PM,MiniOcean,,,76,749.1,52.03,48819,32.27,8.13,193.1,-0.15,-1.15
12/27/24,04:57:04PM,MiniOcean,,,76,710.1,49.33,48806,32.27,8.12,190.7,-0.16,-0.87
12/27/24,05:12:04PM,MiniOcean,,,76,637.4,44.27,48811,32.27,8.11,195.3,-0.14,-1.07
12/27/24,05:27:04PM,MiniOcean,,,76,592.3,41.13,48819,32.26,8.09,194.2,-0.02,-0.77
12/27/24,05:42:04PM,MiniOcean,,,76,530.3,36.82,48822,32.27,8.09,179.8,-0.19,-0.24
12/27/24,05:57:04PM,MiniOcean,,,76,502.8,34.92,48825,32.27,8.09,188.6,-0.19,-0.77
12/27/24,06:12:04PM,MiniOcean,,,76,461.1,32.04,48758,32.23,8.08,192.9,-0.14,-0.63
12/27/24,06:27:04PM,MiniOcean,,,76,427.8,29.72,48800,32.27,8.08,194.5,-0.15,-0.54
12/27/24,06:42:04PM,MiniOcean,,,75.9,364.9,25.37,48764,32.27,8.07,195,-0.09,-0.41
12/27/24,06:57:04PM,MiniOcean,,,75.8,295,20.52,48734,32.27,8.06,196.4,-0.16,-0.92
12/27/24,07:12:04PM,MiniOcean,,,75.8,-519.9,-36.17,48730,32.27,8.03,190.5,0.01,3.94
12/27/24,07:27:03PM,MiniOcean,,,75.8,32.6,2.27,48703,32.27,8.04,159.1,-0.16,-1.02
12/27/24,07:42:03PM,MiniOcean,,,75.8,-559.1,-38.91,48711,32.28,8.01,162.9,-0.12,0.96
12/27/24,07:57:03PM,MiniOcean,,,75.7,31.1,2.16,48676,32.27,8.04,176,-0.23,-0.86
12/27/24,08:12:03PM,MiniOcean,,,75.7,-320.9,-22.35,48680,32.28,8.02,165.9,-0.24,-0.4
12/27/24,08:27:03PM,MiniOcean,,,75.7,-834.6,-58.12,48656,32.26,7.92,132.4,-0.07,-0.64
12/27/24,08:42:03PM,MiniOcean,,,75.7,-255.7,-17.81,48667,32.29,8,152.1,-0.21,-0.97
12/27/24,08:57:03PM,MiniOcean,,,75.7,-1057.6,-73.66,48659,32.27,7.99,151.2,0.08,-1.15
12/27/24,09:12:03PM,MiniOcean,,,75.7,-393,-27.38,48642,32.27,7.99,154.7,-0.2,-0.78
12/27/24,09:27:03PM,MiniOcean,,,75.6,-512,-35.69,48624,32.28,7.99,158.7,-0.04,-0.13
12/27/24,09:42:03PM,MiniOcean,,,75.6,-162.3,-11.32,48601,32.27,8.02,173.3,-0.2,-1
12/27/24,09:57:03PM,MiniOcean,,,75.6,-321.7,-22.43,48593,32.27,8,152.9,-0.23,-1.54
12/27/24,10:12:03PM,MiniOcean,,,75.6,-545.7,-38.05,48588,32.27,8,170.3,-0.27,-1.9
12/27/24,10:27:03PM,MiniOcean,,,75.6,-493.8,-34.44,48597,32.28,8,169,-0.26,-1.95
12/27/24,10:42:03PM,MiniOcean,,,75.5,-223.5,-15.6,48560,32.28,8.01,168.2,-0.23,-1.48
12/27/24,10:57:03PM,MiniOcean,,,75.5,-350.5,-24.46,48559,32.27,7.99,167.7,-0.26,-1.39
12/27/24,11:12:03PM,MiniOcean,,,75.5,-349.1,-24.36,48548,32.26,8.02,179.4,-0.21,-1.68
12/27/24,11:27:03PM,MiniOcean,,,75.5,-383.8,-26.8,48428,32.19,8,164.8,0.13,-0.51
12/27/24,11:42:03PM,MiniOcean,,,75.4,-121.8,-8.51,48524,32.27,8.01,170.7,-0.28,-1.57
12/27/24,11:57:03PM,MiniOcean,,,75.4,-344.3,-24.04,48508,32.26,8,173,-0.1,-1.72
12/28/24,00:12:03AM,MiniOcean,,,75.4,-148.2,-10.35,48495,32.26,8.01,177.9,-0.28,0.29
12/28/24,00:27:02AM,MiniOcean,,,75.4,-283.3,-19.78,48609,32.35,7.98,176.4,-0.26,-1.87
12/28/24,00:42:02AM,MiniOcean,,,75.4,-202.3,-14.14,48416,32.21,7.99,176.8,-0.1,-1.9
12/28/24,00:57:02AM,MiniOcean,,,75.4,-186.4,-13.02,48432,32.23,7.98,158,-0.18,-1.7
12/28/24,01:12:02AM,MiniOcean,,,75.4,-216.8,-15.15,48416,32.22,7.97,139.5,-0.24,-1.13
12/28/24,01:27:02AM,MiniOcean,,,75.4,-132.4,-9.26,48404,32.21,8,168.5,-0.29,-1.88
12/28/24,01:42:02AM,MiniOcean,,,75.3,-183.5,-12.83,48489,32.28,8,177.1,-0.16,-1.7
12/28/24,01:57:02AM,MiniOcean,,,75.4,-134.5,-9.4,48474,32.27,7.96,135.4,-0.21,-1.87
12/28/24,02:12:02AM,MiniOcean,,,75.3,-115.8,-8.1,48473,32.27,7.99,166.4,-0.25,-1.68
12/28/24,02:27:02AM,MiniOcean,,,75.3,-189.8,-13.27,48478,32.28,7.99,177.3,-0.12,-1.57
12/28/24,02:42:02AM,MiniOcean,,,75.3,-137.4,-9.6,48454,32.27,7.98,162.8,-0.16,-1.25
12/28/24,02:57:02AM,MiniOcean,,,75.3,-152,-10.63,48442,32.27,7.98,169,-0.28,-2.25
12/28/24,03:12:02AM,MiniOcean,,,75.3,-136.4,-9.54,48453,32.27,7.98,166,0.11,-1.73
12/28/24,03:27:02AM,MiniOcean,,,75.3,-181.5,-12.69,48451,32.28,8,172.5,-0.26,-2.18
12/28/24,03:42:02AM,MiniOcean,,,75.3,-194.3,-13.59,48457,32.29,7.99,179.7,-0.3,-2.25
12/28/24,03:57:02AM,MiniOcean,,,75.3,-144.8,-10.13,48438,32.27,8,174.9,-0.14,-2.26
12/28/24,04:12:02AM,MiniOcean,,,75.3,-183.2,-12.81,48433,32.28,8,176.6,-0.33,-2.2
12/28/24,04:27:02AM,MiniOcean,,,75.2,-165.5,-11.58,48416,32.27,8,176.4,-0.23,-0.78
12/28/24,04:42:02AM,MiniOcean,,,75.2,-162.1,-11.34,48422,32.28,7.96,163.4,-0.07,-1.66
12/28/24,04:57:02AM,MiniOcean,,,75.2,-163.4,-11.43,48428,32.28,7.99,167.7,-0.31,-2.43
12/28/24,05:12:01AM,MiniOcean,,,75.1,-610.1,-42.72,48367,32.29,7.99,168.5,-0.29,-2.33
12/28/24,05:27:01AM,MiniOcean,,,74.9,-160.3,-11.24,48280,32.29,8,166.2,-0.32,-2.38
12/28/24,05:42:01AM,MiniOcean,,,74.9,-148.5,-10.43,48165,32.23,8,158.6,-0.2,-1.84
12/28/24,05:57:01AM,MiniOcean,,,74.8,-150.1,-10.54,48201,32.27,8,176.2,-0.26,-2.04
12/28/24,06:12:01AM,MiniOcean,,,74.8,-129.8,-9.12,48182,32.27,8,179.6,-0.24,-2.23
12/28/24,06:27:01AM,MiniOcean,,,74.7,-88.2,-6.2,48170,32.3,8,185.1,-0.23,-2.02
12/28/24,06:42:01AM,MiniOcean,,,74.8,-44,-3.09,48180,32.27,8.01,188.2,-0.27,-2.05
12/28/24,06:57:01AM,MiniOcean,,,74.8,-31.3,-2.2,48187,32.28,8,191.4,-0.23,-0.97
12/28/24,07:12:01AM,MiniOcean,,,74.8,19.6,1.38,48185,32.28,8.01,194.2,-0.19,-1.56
12/28/24,07:27:01AM,MiniOcean,,,74.8,41.9,2.94,48195,32.27,8.01,195.9,-0.19,-1.43
12/28/24,07:42:01AM,MiniOcean,,,74.8,73.1,5.13,48198,32.28,8.02,197.3,-0.01,0.14
12/28/24,07:57:01AM,MiniOcean,,,74.8,103.3,7.26,48200,32.28,8.02,197.3,0.18,-0.39
12/28/24,08:12:01AM,MiniOcean,,,74.9,162.7,11.42,48228,32.29,8.02,199,0.23,1.71
12/28/24,08:27:01AM,MiniOcean,,,75,265.6,18.63,48281,32.28,8.03,199.6,-0.07,-0.91
12/28/24,08:42:01AM,MiniOcean,,,75.1,407.8,28.57,48331,32.26,8.04,201.7,-0.22,-1.38
12/28/24,08:57:01AM,MiniOcean,,,75.2,547.2,38.29,48397,32.26,8.06,202.4,-0.2,-1.11
12/28/24,09:12:01AM,MiniOcean,,,75.3,671.9,46.98,48446,32.27,8.08,201.5,0.07,0.01
12/28/24,09:27:01AM,MiniOcean,,,75.4,725.4,50.66,48513,32.27,8.09,201.5,-0.2,-0.92
12/28/24,09:42:01AM,MiniOcean,,,75.6,841.4,58.68,48582,32.26,8.09,200.5,-0.23,-0.48
12/28/24,09:57:00AM,MiniOcean,,,75.7,897.9,62.52,48656,32.25,8.11,200.8,-0.15,-0.44
12/28/24,10:12:00AM,MiniOcean,,,75.9,1073.8,74.67,48736,32.26,8.13,201.2,-0.19,-0.15
12/28/24,10:27:00AM,MiniOcean,,,76,1171.4,81.33,48829,32.26,8.15,201.3,-0.24,-0.33
12/28/24,10:42:00AM,MiniOcean,,,76.2,1310.8,90.85,48917,32.26,8.16,200.5,-0.24,-0.34
12/28/24,10:57:00AM,MiniOcean,,,76.4,1426.3,98.69,49016,32.26,8.18,199.9,-0.14,-0.15
12/28/24,11:12:00AM,MiniOcean,,,76.5,1514.9,104.75,49064,32.27,8.19,200.2,-0.28,-0.76
12/28/24,11:27:00AM,MiniOcean,,,76.4,1539.3,106.45,49070,32.28,8.2,198,-0.21,-0.26
12/28/24,11:42:00AM,MiniOcean,,,76.4,1565.5,108.26,49070,32.28,8.21,198.7,-0.21,-0.03
12/28/24,11:57:00AM,MiniOcean,,,76.4,1593.3,110.21,49063,32.28,8.22,199.5,-0.25,-0.81
12/28/24,12:12:00PM,MiniOcean,,,76.4,1570,108.62,49048,32.28,8.22,199.3,-0.21,-0.99
12/28/24,12:27:00PM,MiniOcean,,,76.4,1601.7,110.83,49047,32.29,8.23,201.1,0.09,-1.34
12/28/24,12:42:00PM,MiniOcean,,,76.3,1591.3,110.2,48995,32.29,8.23,202.3,-0.21,-1.03
12/28/24,12:57:00PM,MiniOcean,,,76.3,1613.1,111.74,48984,32.29,8.24,203.1,-0.23,-1.21
12/28/24,01:12:00PM,MiniOcean,,,76.2,1593.2,110.43,48951,32.29,8.24,202.1,-0.22,-1.12
12/28/24,01:27:00PM,MiniOcean,,,76.1,1714.7,118.92,48920,32.29,8.24,203.2,-0.23,-1.23
12/28/24,01:42:00PM,MiniOcean,,,76.1,1545.8,107.27,48894,32.3,8.24,205,-0.18,-1.44
12/28/24,01:57:00PM,MiniOcean,,,76,1490.8,103.49,48864,32.29,8.23,206.1,-0.33,-1.43
12/28/24,02:12:00PM,MiniOcean,,,76,1487.1,103.3,48843,32.3,8.23,207.1,-0.29,-1.54
12/28/24,02:27:00PM,MiniOcean,,,75.9,1390.6,96.66,48800,32.3,8.22,208.9,-0.28,-1.1
12/28/24,02:42:00PM,MiniOcean,,,75.8,1329,92.43,48767,32.29,8.22,210.2,-0.03,-0.96
12/28/24,02:56:59PM,MiniOcean,,,75.8,1234.1,85.89,48717,32.29,8.2,209.5,-0.28,-1.06
12/28/24,03:11:59PM,MiniOcean,,,75.6,1135.7,79.13,48652,32.29,8.19,210.6,-0.27,-0.28
12/28/24,03:26:59PM,MiniOcean,,,75.6,1036,72.24,48618,32.29,8.18,211.9,-0.11,-1.36
12/28/24,03:41:59PM,MiniOcean,,,75.5,952.6,66.44,48598,32.29,8.17,213,-0.27,-1.51
12/28/24,03:56:59PM,MiniOcean,,,75.5,894.1,62.38,48578,32.29,8.16,213.6,-0.29,-2.06
12/28/24,04:11:59PM,MiniOcean,,,75.5,821.4,57.3,48591,32.29,8.14,214,-0.22,-1.97
12/28/24,04:26:59PM,MiniOcean,,,75.6,753.1,52.52,48596,32.28,8.14,214,-0.21,-2.23
12/28/24,04:41:59PM,MiniOcean,,,75.6,728.5,50.78,48619,32.28,8.13,214.4,-0.2,-2.03
12/28/24,04:56:59PM,MiniOcean,,,75.6,655.4,45.67,48644,32.28,8.12,214.4,-0.23,-1.65
12/28/24,05:11:59PM,MiniOcean,,,75.8,626.9,43.64,48688,32.27,8.11,205.1,-0.31,-1.64
12/28/24,05:26:59PM,MiniOcean,,,75.9,566.1,39.36,48754,32.27,8.1,210,-0.3,-1.37
12/28/24,05:41:59PM,MiniOcean,,,76,530.4,36.84,48807,32.26,8.09,209,-0.29,-1.36
12/28/24,05:56:59PM,MiniOcean,,,76,489,33.94,48839,32.26,8.09,209.3,-0.32,-1.14
12/28/24,06:11:59PM,MiniOcean,,,76.1,448.1,31.09,48865,32.26,8.08,206.6,0.39,-0.88
12/28/24,06:26:59PM,MiniOcean,,,76.1,352.5,24.47,48857,32.27,8.07,205.6,-0.29,-1.04
12/28/24,06:41:59PM,MiniOcean,,,76.1,214.4,14.88,48838,32.26,8.06,205.9,-0.16,-1.98
12/28/24,06:56:59PM,MiniOcean,,,76,200.2,13.9,48819,32.25,8.06,205.8,-0.3,0.03
12/28/24,07:11:59PM,MiniOcean,,,76,166.5,11.56,48810,32.26,8.03,204.9,-0.22,-0.51
12/28/24,07:26:59PM,MiniOcean,,,76,62.7,4.36,48808,32.28,8.03,204.1,-0.31,-1.54
